Importers,2015,2016,2017,2018,2019,2020,2021,2022,2023
SKETCH INTERIORS,6200.0,19580.0,9430.0,66070.0,47235.0,47235.0,47235.0,47235.0,47235.0
SKF INDIA LTD.,345973.0,120233.0,120233.0,120233.0,120233.0,120233.0,120233.0,120233.0,120233.0
SKIDTECH ENGINEERING PVT. LTD,53300.0,53300.0,53300.0,53300.0,53300.0,53300.0,53300.0,53300.0,53300.0
SKILL TECH GENERAL TRADING,26291.0,26291.0,26291.0,26291.0,26291.0,26291.0,26291.0,26291.0,26291.0
SKILLERS MARKETING,4024.0,4024.0,4024.0,4024.0,4024.0,4024.0,4024.0,4024.0,4024.0
SKM ANIMAL FEEDS & FOODS (INDIA) LTD.,610.0,610.0,610.0,606.67,603.33,600.0,600.0,600.0,600.0
SKY BLUE PLYWOODS P. LTD.,21000.0,21000.0,21000.0,21000.0,21000.0,21000.0,21000.0,21000.0,21000.0
SKY BOND GLAZING,149377.0,149377.0,149377.0,149377.0,149377.0,149377.0,149377.0,149377.0,149377.0
SKY IMPEX,22790.0,22790.0,22790.0,22790.0,22790.0,47838.0,49968.0,39683.0,56063.0
SKY MARKETING,159400.0,106305.0,53210.0,53210.0,53210.0,53210.0,53210.0,53210.0,53210.0
SKY PLY ,81293.0,12919.0,13734.0,13734.0,13734.0,13734.0,13734.0,13734.0,13734.0
SKY TEXTILES,21420.0,21420.0,21420.0,21420.0,21420.0,21420.0,21420.0,21420.0,21420.0
SKY TOWER MARKETING & DISTRIBUTIONS INDIA P. LTD.,15281.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0
SKY VENEERS,112950.0,112950.0,112950.0,112950.0,112950.0,112950.0,112950.0,112950.0,112950.0
SKYBAN GLOBAL,16800.0,16800.0,16800.0,17230.0,6797.0,6797.0,6797.0,6797.0,6797.0
SKYBAN LUGGAGE,47235.0,47235.0,47235.0,47235.0,47235.0,47235.0,47235.0,47235.0,47235.0
SKYBOND GLAZING,273063.0,273063.0,273063.0,273063.0,273063.0,273063.0,273063.0,273063.0,273063.0
SKYLARK OFFICE MACHINES,15500.0,15500.0,15500.0,15500.0,15500.0,15500.0,15500.0,15500.0,15500.0
SKYLER  INNOVATIONS,45610.0,45610.0,45610.0,45610.0,45610.0,45610.0,45610.0,45610.0,45610.0
SKYLINE BUILDERS,5878.0,5878.0,5878.0,5878.0,21220.0,22586.67,23953.33,25320.0,25320.0
SKYLINE IMPORTS & EXPORTS,25140.0,35204.0,122694.0,122694.0,122694.0,122694.0,122694.0,122694.0,122694.0
SKYLINE PEEVEES PROPERTIES LTD,590.0,386.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0
SKYLITE IMPORTS & EXPORTS,167279.0,48430.0,73821.0,27972.0,27972.0,27972.0,27972.0,27972.0,27972.0
SKYLITE ROOFING,226401.0,226401.0,226401.0,226401.0,370152.0,502322.0,638477.0,774652.0,258991.0
SKYMOON EXPORTS & IMPORTS,29747.0,29747.0,29747.0,29747.0,29747.0,86082.0,9010.0,9010.0,9010.0
SKYSCRAPER BUSINESS COMBINES,18143.0,18143.0,18143.0,18143.0,411086.0,448950.0,239745.0,411949.0,418298.0
SL GROUP TRADERS,81308.0,81308.0,81308.0,81308.0,81308.0,81308.0,81308.0,189648.0,135450.0
SLEEP INNOVATION PRIVATE LIMITED,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0
SLEEPISON EXPORTS AND IMPORTS,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0
SLINTEC,32875.0,32196.0,32196.0,32196.0,32196.0,32196.0,32196.0,32196.0,32196.0
SLIPONS INDIA P. LTD.,1700.0,8550.0,15400.0,15400.0,15400.0,15400.0,15400.0,15400.0,15400.0
SLS EXPORTS,58600.0,58600.0,46400.0,34200.0,22000.0,22000.0,22000.0,22000.0,22000.0
SLV ENGINEERS P. LTD.,27600.0,27600.0,27600.0,27600.0,27600.0,27600.0,27600.0,27600.0,27600.0
SM AGENCIES,5784.0,5784.0,5784.0,11838.0,11838.0,11838.0,11838.0,11838.0,11838.0
SMAIRRA ENTERPRISES,41073.0,32921.0,32921.0,32921.0,32921.0,32921.0,32921.0,32921.0,32921.0
SMARD,80218.0,80218.0,418227.0,339512.2,260797.4,182082.6,103367.8,24653.0,24653.0
SMART AGENCIES,4800.0,4800.0,4800.0,14270.0,14360.0,14360.0,14360.0,14360.0,14360.0
SMART CITY (KOCHI) INFRASTRUCTURE LTD.,28119.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0
SMART FITNESS ZONE,10384.0,10384.0,10384.0,10384.0,10384.0,20941.0,20275.5,19610.0,19610.0
SMART GLOBAL CONCEPTS,50882.0,86680.0,94382.0,71032.0,71032.0,71032.0,71032.0,71032.0,71032.0
SMART IMPORT & EXPORT,219827.0,219827.0,219827.0,219827.0,219827.0,219827.0,219827.0,219827.0,242124.0
SMART INDIA EXPORTS AND IMPORTS,702000.0,702000.0,702000.0,702000.0,702000.0,702000.0,702000.0,702000.0,702000.0
SMART LIGHT,2360.0,2360.0,2360.0,2360.0,2360.0,2360.0,2360.0,2360.0,2360.0
SMART PROJECTS,946.0,946.0,946.0,946.0,946.0,946.0,946.0,946.0,946.0
SMART SYSTEMS,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
SMART TOUCH COMMUNICATIONS,3186.0,3186.0,3186.0,3186.0,3186.0,3186.0,3186.0,3186.0,3186.0
SMART TRADINGS,222000.0,222000.0,222000.0,222000.0,222000.0,222000.0,211290.0,491958.0,814693.0
SMART X TRADING,24432.0,24432.0,24432.0,109788.0,14580.0,14580.0,14580.0,14580.0,14580.0
SMARTINDIA EXPORTS & IMPORTS,190050.0,190050.0,190050.0,190050.0,190050.0,190050.0,190050.0,190050.0,190050.0
SMARTUFF GLASS LLP,56078.0,56078.0,56078.0,28714.0,1350.0,1350.0,1350.0,1350.0,1350.0
SMBG TRADING P. LTD.,7008.0,7008.0,7008.0,7008.0,7008.0,7008.0,7008.0,7008.0,34281.0
SMILE ENTERPRISES,16890.0,16890.0,11960.0,11960.0,11960.0,11960.0,11960.0,11960.0,11960.0
SMITH AND SMITHS,701420.0,701420.0,701420.0,701420.0,701420.0,701420.0,701420.0,701420.0,701420.0
SMK INDUSTRIES,2090.0,2090.0,2090.0,2090.0,2090.0,2090.0,2090.0,2090.0,2090.0
SMR AUTO AGENCIES,61580.0,43310.0,64590.0,64590.0,64590.0,64590.0,64590.0,64590.0,64590.0
SMR NATURALS,60338.0,60338.0,170840.0,10800.0,10800.0,18700.0,18700.0,18700.0,18700.0
SMS INTERNATIONAL,707840.0,707840.0,707840.0,707840.0,707840.0,707840.0,707840.0,707840.0,707840.0
SNEHA GLASSES (P) LTD.,131093.0,131093.0,131093.0,131093.0,131093.0,131093.0,131093.0,131093.0,131093.0
SNFP MARKETING,56280.0,56280.0,207818.0,106653.0,106653.0,106653.0,106653.0,106653.0,106653.0
SNOCAP ICE CREAMS (P) LTD.,3488.0,3488.0,3488.0,3650.0,3650.0,3650.0,3650.0,3650.0,3650.0
SNOW BEE COLD STORE,47230.0,47230.0,47230.0,47230.0,47230.0,47230.0,47230.0,47230.0,47230.0
SNOWLITE LED,51660.0,51660.0,51660.0,51660.0,51660.0,46023.0,40386.0,13229.0,8790.0
SOBHA LTD.,144230.0,144230.0,144230.0,144230.0,144230.0,144230.0,144230.0,144230.0,144230.0
SOFT TURF,18600.0,18600.0,18600.0,18600.0,18600.0,18600.0,18600.0,18600.0,18600.0
SOFTLINE UPVS WINDOWS & DOORS,28781.0,28781.0,28781.0,28781.0,28781.0,28781.0,28781.0,28781.0,28781.0
SOHUM TRADING COMPANY,99990.0,99990.0,99990.0,99990.0,99990.0,99990.0,99990.0,99990.0,99990.0
SOILTECH INDIA P. LTD.,11875.0,11875.0,11875.0,11875.0,11875.0,11875.0,11875.0,11875.0,11875.0
SOLAHART,15597.0,15597.0,15597.0,15597.0,15597.0,15597.0,15597.0,15597.0,15597.0
SOLANGE CHEMICALS AND POLYMERS LLP,112122.0,112122.0,112122.0,112122.0,148744.0,92966.0,77383.0,61800.0,61800.0
SOLAR INTERNATIONAL,238500.0,238500.0,238500.0,238500.0,238500.0,238500.0,238500.0,238500.0,238500.0
SOLAR OFFSET PRINTERS (P) LTD.,27660.0,27660.0,27660.0,27660.0,27660.0,27660.0,27660.0,27660.0,27660.0
SOLAR PRODUCTS,220856.0,163000.0,218590.0,218590.0,218590.0,218590.0,218590.0,218590.0,218590.0
SOLE TRADING COMPANY,12970.0,12970.0,12970.0,12970.0,12970.0,12970.0,12970.0,12970.0,12970.0
SOLGEN ENERGY PRIVATE LIMITED,2880.0,2430.0,2430.0,2430.0,2430.0,2430.0,2430.0,2430.0,2430.0
SOLIPMEX,3855.0,3855.0,3855.0,3855.0,3855.0,3855.0,3855.0,3855.0,3855.0
SOLO PLYWOODS P. LTD.,27000.0,13818.0,13818.0,13818.0,13818.0,13818.0,13818.0,13818.0,13818.0
SOMANY CERAMICS LTD.,770000.0,49180.0,86331.0,123482.0,409505.0,19100.0,38142.0,18484.0,38779.0
SONASHI ELECTRONIC P. LTD.,10395.0,29575.0,106962.0,34389.0,30953.0,16214.0,16214.0,16214.0,16214.0
SONDAYS ENERGY,3048.0,3048.0,3048.0,3048.0,3048.0,3048.0,3048.0,3048.0,3048.0
SONIA AUDIO AND LIGHTING,2318.0,2318.0,2318.0,2318.0,2318.0,2318.0,2318.0,2318.0,2318.0
SONIA EXPORTS,25400.0,25400.0,25400.0,25400.0,25400.0,25400.0,25400.0,25400.0,25400.0
SONY AGENCIES,14920.0,14920.0,14920.0,14920.0,14920.0,14920.0,14920.0,14920.0,14920.0
SOOFI TRADERS,15940.0,15940.0,15940.0,15940.0,15940.0,15930.0,15930.0,15930.0,15930.0
SOORYA CASHEW FACTORY,677315.0,466530.0,113533.0,113533.0,113533.0,113533.0,113533.0,113533.0,113533.0
SOORYA ENTERPRISES,3444.0,3444.0,3153.0,2862.0,2862.0,2862.0,2862.0,2862.0,2862.0
SOORYA FRAMETECH P. LTD.,110500.0,110500.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0
SOORYA INTERNATIONAL,97228.0,77995.0,292203.0,32371.0,32371.0,32371.0,32371.0,32371.0,32371.0
SOORYA WOOD DESIGN,69506.0,62950.0,62950.0,62950.0,62950.0,62950.0,62950.0,62950.0,62950.0
SOPAN O AND M CO.  P. LTD.,9120.0,9120.0,9120.0,9120.0,9120.0,9120.0,9120.0,9120.0,9120.0
SOPMA IMPORTERS & EXPORTERS LTD.,76360.0,76360.0,76360.0,76360.0,76360.0,76360.0,76360.0,76360.0,76360.0
SOUGANDHIKA HOTEL & RESTAURANT,6940.0,6940.0,6980.0,7020.0,7060.0,8540.0,8540.0,8540.0,8540.0
SOUMYA TRADERS,228394.0,180810.0,170613.0,178930.0,170583.0,36900.0,4620.0,4620.0,4620.0
SOUQALARAB MANUFATURUR,23000.0,23000.0,23000.0,23000.0,23000.0,23000.0,23000.0,23000.0,23000.0
SOURIAU INDIA (P)  LTD.,1089.0,743.0,1649.0,11852.67,22056.33,32260.0,32260.0,32260.0,32260.0
SOUTH ANCHORS EXPORTS AND SERVICES P. LTD.,61730.0,61730.0,61730.0,61730.0,61730.0,61730.0,61730.0,61730.0,61730.0
SOUTH INDIA INDUSTRIES,81344.0,81344.0,81344.0,81344.0,81344.0,81344.0,81344.0,81344.0,81344.0
SOUTH INDIA PAPER MILLS LTD.,361961.0,361961.0,361961.0,361961.0,361961.0,361961.0,361961.0,361961.0,361961.0
SOUTH INDIA PLASTICS,9340.0,9340.0,9340.0,9340.0,9340.0,9340.0,9340.0,9340.0,9340.0
SOUTH INDIA TRADING COMPANY,18265.0,18265.0,18265.0,18265.0,27550.0,41200.0,54850.0,36280.0,26811.0
SOUTH INDIAN FEDERATION OF FISHERMAN SOCIETIES,83203.0,85224.0,49268.0,102655.0,105458.0,79244.0,21641.0,14997.5,8354.0
SOUTH INDIAN FERTILISERS ,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0
SOUTH INDIAN SAW MILLS,274640.0,274640.0,274640.0,274640.0,274640.0,274640.0,124165.0,124165.0,124165.0
SOUTH KERALA CASHEW EXPORTERS,1641563.0,4831617.0,3632750.75,2433884.5,1235018.25,36152.0,36152.0,36152.0,36152.0
SOUTHBOUND INDUSTRIES P. LTD.,6980.0,6980.0,6980.0,6980.0,6980.0,6980.0,6980.0,6980.0,6980.0
SOUTHER IND PLYWOOD INDUSTRIES,400130.0,400130.0,400130.0,400130.0,400130.0,400130.0,400130.0,400130.0,400130.0
SOUTHERN CARBON & CHEMICALS,17775.0,23372.0,28969.0,28103.0,34815.0,20680.0,10340.0,28010.0,28010.0
SOUTHERN CASHEW EXPORTERS,1073031.0,1009508.0,945985.0,1431130.0,1298299.0,1831736.0,1028860.0,1028860.0,1028860.0
SOUTHERN DREDGING COMPANY P. LTD.,14000.0,14000.0,14000.0,14000.0,14000.0,14000.0,14000.0,14000.0,14000.0
SOUTHERN FLOATING SOLAR P. LTD.,11124.0,11124.0,11124.0,11124.0,11124.0,11124.0,11124.0,11124.0,11124.0
SOUTHERN GAS LTD.,190800.0,340200.0,194400.0,121050.0,47700.0,47700.0,47700.0,47700.0,47700.0
SOUTHERN GENSETS,15490.0,15490.0,15490.0,15490.0,15490.0,15490.0,15490.0,15490.0,15490.0
SOUTHERN HAMMERS,15870.0,65161.0,61434.0,78045.0,112694.0,30915.0,17711.0,14160.0,14160.0
SOUTHERN IMPEX,221875.0,150876.0,148180.0,150730.0,114020.0,114020.0,114020.0,114020.0,114020.0
SOUTHERN ISPAT & ENERGY LTD.,883410.0,3372515.0,2876047.5,2379580.0,293880.0,293880.0,293880.0,293880.0,293880.0
SOUTHERN LINE P. LTD.,26250.0,26250.0,26250.0,26250.0,26250.0,26250.0,26250.0,26250.0,26250.0
SOUTHERN PAINTS,26600.0,26600.0,26600.0,26600.0,26600.0,26600.0,26600.0,26600.0,26600.0
SOUTHERN PAKS,226740.0,363932.0,206243.0,344802.0,49280.0,49280.0,49280.0,49280.0,49280.0
SOUTHERN PLYWOODS,55000.0,55000.0,55000.0,141692.0,20064.0,23100.0,23100.0,23100.0,23100.0
SOUTHERN POLYMERS,21672.0,21672.0,7140.0,20064.0,20064.0,20064.0,20064.0,20064.0,20064.0
SOUTHERN SALES CORPORATION,4708.0,4708.0,4708.0,4708.0,4708.0,4708.0,4708.0,4708.0,4708.0
SOUTHERN STAR IMPEX,25010.0,24620.0,24620.0,24620.0,24620.0,24620.0,24620.0,24620.0,24620.0
SOUTHERN TELECOM,27200.0,52003.0,76806.0,43398.0,11065.0,7300.0,5670.0,5670.0,5670.0
SOUTHERN TREE FARMS LTD.,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0
SOUTHERN WOODPECKERS,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0
SOUTHERN WOODS,10840.0,10840.0,10840.0,10840.0,10840.0,10840.0,4270.0,48480.0,92690.0
SOUTHSOFT SOLUTIONS P. LTD.,190070.0,190070.0,190070.0,190070.0,190070.0,190070.0,190070.0,190070.0,190070.0
SOWPARNIKA THERMISTORS AND,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
SOWPARNIKA THERMISTORS AND HYBRIDS P. LTD.,360.0,280.0,200.0,557.0,914.0,1271.0,1271.0,1271.0,1271.0
SP WELL FORT,15120.0,15120.0,15120.0,15120.0,15120.0,15120.0,15120.0,15120.0,15120.0
SPA ZONE,61580.0,72681.0,50629.0,17700.0,55097.0,40806.0,26515.0,26515.0,26515.0
SPAAD IMPEX,29031.0,29031.0,29031.0,29031.0,29031.0,29031.0,29031.0,29031.0,29031.0
SPACE MARKETING,60480.0,60480.0,60480.0,60480.0,60480.0,148190.0,137970.0,120050.0,120050.0
SPACIO IMPEX,30660.0,30660.0,30660.0,30660.0,30660.0,30660.0,30660.0,30660.0,30660.0
SPACIO TILES AND SANITARIES P.  LTD,2379.0,2379.0,2379.0,2379.0,2379.0,2379.0,2379.0,2379.0,2379.0
SPACIO VENTURES LLP,2414.0,1996.5,1579.0,1579.0,1579.0,1579.0,1579.0,1579.0,1579.0
SPACKLERS PROJECTS INTERNATIONAL,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0
SPAN AQUATIC PRODUCTS,426681.0,426681.0,426681.0,426681.0,426681.0,426681.0,426681.0,700116.0,60180.0
SPANAIR,1355.0,1355.0,1483.0,1471.6,1460.2,1448.8,1437.4,1426.0,1426.0
SPANILA SANITARY WARE,247352.0,223360.0,309985.0,295954.0,97745.0,97745.0,97745.0,97745.0,97745.0
SPARE AND CARE,1610.0,1610.0,1610.0,2850.0,2850.0,2850.0,2850.0,2850.0,2850.0
SPARROW FITNESS AND LED PVT LT,9090.0,9090.0,9090.0,9090.0,9090.0,9090.0,9090.0,9090.0,9090.0
SPARSTER MEDICAL DAE,1053.0,1292.0,1531.0,1531.0,1531.0,1531.0,1531.0,1531.0,1531.0
SPAZIO DESIGNER HOMES PVT.LTD,10896.0,15210.0,15210.0,15210.0,15210.0,15210.0,15210.0,15210.0,15210.0
"SPB NEW ALLOY STEEL PRIVATE LTD,",47300.0,47300.0,47300.0,47300.0,47300.0,47300.0,47300.0,47300.0,47300.0
SPEAR LUBRICANTS INDIA P. LTD.,16765.0,16765.0,16765.0,16765.0,16765.0,16765.0,16765.0,16765.0,16765.0
SPECIAL COATINGS,15487.0,15487.0,14237.0,14237.0,14237.0,14237.0,14237.0,14237.0,14237.0
SPECIALITY PAPER & BOARDS P. LTD.,155609.0,155609.0,155609.0,155609.0,155609.0,155609.0,155609.0,155609.0,155609.0
SPECTRA IMPEX,16330.0,16330.0,16330.0,16330.0,16330.0,16330.0,23320.0,25635.0,27520.0
SPECTRA PLAST INDIA P. LTD.,15950.0,15950.0,15950.0,15950.0,15950.0,15950.0,15950.0,15950.0,15950.0
SPECTRUM GLASS SOLUTIONS,5600.0,5600.0,5600.0,5600.0,3310.0,3580.0,3580.0,3580.0,3580.0
SPECTRUM IMPEX,4730.0,4730.0,4730.0,4730.0,4730.0,4730.0,4730.0,4730.0,4730.0
SPECTRUM SUPPLYCHAIN SOLUTIONS P. LTD.,59490.0,59490.0,59490.0,59490.0,59490.0,59490.0,59490.0,59490.0,59490.0
SPECULA FAB LLP,13680.0,13680.0,13680.0,13680.0,13680.0,13680.0,13680.0,13680.0,13680.0
SPEED LUBRICANT & GREASE TRADING,27290.0,27290.0,27290.0,27290.0,27290.0,27290.0,27290.0,27290.0,29410.0
SPEED MARINE,605.0,7274.0,2475.0,2475.0,2475.0,2475.0,2475.0,2475.0,2475.0
SPEED WOOD INDUSTRIES,29337.0,29337.0,36911.33,44485.67,52060.0,215495.0,108060.0,108060.0,108060.0
SPELL IMPORT & EXPORT,2980.0,2980.0,2980.0,10190.0,24130.0,17191.0,12244.0,4900.0,4900.0
SPERO,603.0,603.0,603.0,603.0,603.0,603.0,603.0,603.0,603.0
SPG CORPORATION (P) LTD.,64744.0,64744.0,64744.0,130591.0,65039.0,43336.0,21633.0,43219.0,43219.0
SPICE RESIDENCY,2274.0,2274.0,2274.0,2274.0,2274.0,2274.0,2274.0,2274.0,2274.0
SPICE WORLD,6492.0,6492.0,6492.0,6492.0,6492.0,6492.0,6492.0,6492.0,6492.0
SPICEOR BIONUTRALITES P. LTD.,9054.0,9054.0,9054.0,9054.0,9054.0,9054.0,9054.0,9054.0,4013.0
SPIKTEL TECHNOLOGIES P. LTD.,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0
SPIKTEL TECHNOLOGIES PVT LTD.,2314.0,2314.0,2314.0,2314.0,2314.0,2314.0,2314.0,2314.0,2314.0
SPINNER EXTRUSIONS P. LTD.,112554.0,112554.0,112554.0,112554.0,112554.0,112554.0,112554.0,112554.0,112554.0
SPINNER MARKETING,54596.0,54596.0,54596.0,54596.0,54596.0,54596.0,54596.0,54596.0,54596.0
SPION INDIA MARKETING,21610.0,21610.0,21610.0,21610.0,21610.0,21610.0,21610.0,21610.0,21610.0
SPLASH INTERNATIONAL,20108.0,20108.0,20108.0,20108.0,20108.0,20108.0,20108.0,20108.0,20108.0
SPLENDID INDIA,9703.0,9703.0,9703.0,9703.0,9703.0,9703.0,9703.0,9703.0,9703.0
SPM INTERNATIONAL.,80000.0,80000.0,80000.0,80000.0,80000.0,80000.0,80000.0,80000.0,80000.0
SPORTS AUTHORITY OF INDIA,23620.0,23620.0,23620.0,23620.0,23620.0,23620.0,23620.0,23620.0,23620.0
SPOT LAND DEVELOPERS LLP,24130.0,24130.0,24130.0,24130.0,24130.0,24130.0,24130.0,28710.0,7691.0
SPP POLYPACK P.LTD.,50688.0,50688.0,50688.0,50688.0,50688.0,50688.0,50688.0,50688.0,50688.0
SPRING BROOKE RESORTS,4140.0,4140.0,4140.0,4140.0,4140.0,2960.5,1781.0,1781.0,1781.0
SPRING FIELD VILLAS & APARTMENTS,2910.0,2910.0,2910.0,2910.0,2910.0,2910.0,2910.0,2910.0,2910.0
SPRINGFIELD COOL HUB P. LTD.,15513.0,15513.0,15513.0,64339.0,113165.0,34394.0,79710.0,12129.0,12129.0
SQUARE ASSOCIATES,2880.0,2470.0,2060.0,1650.0,1650.0,1650.0,1650.0,1650.0,1650.0
SQUARE TECH TRADERS,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,26310.0,26310.0,26310.0
SQUAREZ TILES & STONE,62670.0,62670.0,62670.0,62670.0,62670.0,62670.0,62670.0,62670.0,62670.0
SRA INTERNATIONAL EXPORT & IMPORT,4060.0,4060.0,4060.0,4060.0,4060.0,4060.0,4060.0,4060.0,4060.0
SREE  LEKSHMI CASHEW EXPORTERS,101780.0,101780.0,101780.0,101780.0,101780.0,101780.0,101780.0,101780.0,101780.0
SREE BALAJI INTERNATIONAL,336432.0,336432.0,336432.0,336432.0,336432.0,336432.0,336432.0,336432.0,336432.0
SREE BHADRA INT'L. TRADING COMPANY P. LTD.,19890.0,19890.0,17695.0,15500.0,12540.0,12540.0,12540.0,12540.0,12540.0
SREE BHADRA INTERNATIONAL TRADING COMPANY,7920.0,7920.0,7920.0,7920.0,7920.0,7920.0,7920.0,7920.0,7920.0
SREE BHAGAVATHY INDUSTRIES,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0
SREE CHITRA TIRUNAL INSTITUTE FOR MEDICA,248.0,248.0,248.0,244.0,5193.0,10142.0,15091.0,16204.0,17317.0
SREE DEEPAM EXPORTS,86075.0,80375.0,52440.0,5570.0,5570.0,5570.0,5570.0,5570.0,5570.0
SREE DHANALAKSHMI CASHEW EXPORTS   P. LTD.,100220.0,100220.0,100220.0,100220.0,100220.0,100220.0,100220.0,100220.0,100220.0
SREE DURGA CASHEW FACTORY,2514493.0,876793.0,67460.0,67460.0,67460.0,67460.0,67460.0,67460.0,67460.0
SREE ENTERPRISES,14950.0,14950.0,14950.0,14950.0,14950.0,14950.0,14950.0,14950.0,14950.0
SREE GANESH IMPORTERS,52340.0,28520.0,28520.0,28520.0,28520.0,28520.0,28520.0,28520.0,28520.0
SREE GOKULAM EXPORTS & IMPORTS INDIA P. LTD.,13290.0,39232.0,37300.0,14220.0,12430.0,12430.0,12430.0,12430.0,12430.0
SREE GOKULAM HEALTHCARE PVT LTD ,7607.0,1882.0,5904.0,10763.0,4250.0,4125.0,4000.0,4000.0,4000.0
"SREE GOKULAM HOTEL (INDIA) P. LTD.,",46550.0,46550.0,46550.0,46550.0,46550.0,46550.0,46550.0,46550.0,46550.0
SREE INTERNATIONAL TRADERS,55590.0,90866.0,26157.0,26157.0,26157.0,26157.0,26157.0,26157.0,26157.0
SREE JAGATHGURU TEXTILES MILL,10520.0,10520.0,10520.0,10520.0,10520.0,10520.0,10520.0,10520.0,10520.0
SREE KRISHNA CASHEWS,165044.0,296377.5,427711.0,427711.0,427711.0,427711.0,427711.0,427711.0,427711.0
SREE LAKSHMI CASHEW COMPANY,383620.0,1614765.0,761670.0,67447.0,67447.0,67447.0,67447.0,67447.0,67447.0
SREE LAKSHMI IMPEX,23520.0,23520.0,23520.0,23520.0,54027.0,84534.0,84534.0,84534.0,84534.0
SREE LAKSHMI TIMBERS AND FLOORINGS,285220.0,285220.0,28500.0,55988.0,118420.0,118420.0,118420.0,118420.0,118420.0
SREE LAKSHMI TRADERS,275000.0,275000.0,275000.0,275000.0,275000.0,2942500.0,5005000.0,5382170.0,6187500.0
SREE MEENAKSHI AGENCY,269438.0,269438.0,269438.0,269438.0,269438.0,269438.0,269438.0,269438.0,269438.0
SREE MEENAKSHMI SUNDARAM TEXTILES,9100.0,9100.0,9100.0,9100.0,9100.0,9100.0,9100.0,9100.0,9100.0
SREE MONITORRING SOLUTIONS,1046.0,1046.0,1046.0,1046.0,1046.0,1046.0,1046.0,1046.0,1046.0
SREE MOOKAMBIKA CASHEW COMPANY,84075.0,84075.0,84075.0,84075.0,84075.0,84075.0,84075.0,84075.0,84075.0
SREE NARAYAN OFFSET PRESS ,50918.0,50918.0,50918.0,50918.0,50918.0,50918.0,50918.0,50918.0,50918.0
SREE NARAYANA PRINTING WORKS,22000.0,92147.67,162295.33,232443.0,164933.0,164933.0,164933.0,164933.0,164933.0
SREE PARVATHY CASHEW COMPANY,102060.0,119165.0,104345.0,89525.0,50535.0,49600.0,49443.33,49286.67,49130.0
SREE RAGAVENDRAA TRADERS,27100.0,27100.0,27100.0,27100.0,27100.0,27100.0,27100.0,54200.0,27100.0
SREE RAM ENTERPRISES,227210.0,548693.0,48960.0,48960.0,48960.0,48960.0,48960.0,48960.0,48960.0
SREE SAKTHI PAPER MILLS LTD.,31023257.0,12839512.0,12839512.0,12839512.0,12839512.0,12839512.0,12839512.0,12839512.0,12839512.0
SREE SAKTHI TRADERS,141540.0,141540.0,141540.0,141540.0,141540.0,1387810.0,700240.0,39400.0,39400.0
SREE SARAVANA ENGINEERING BHAVANI P. LTD.,276940.0,276940.0,276940.0,276940.0,276940.0,276940.0,276940.0,276940.0,276940.0
SREE SASTHA PRINTERS,1145.0,1145.0,1145.0,3572.5,6000.0,6000.0,6000.0,6000.0,6000.0
"SREE SUMANGALA METALS AND INDUSTRIES P, LTD.",20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0
SREE VAAS ROOFING P. LTD.,51952.0,51952.0,51952.0,51952.0,51952.0,51952.0,51952.0,51952.0,51952.0
SREE VINAYAKA TRADERS,104047.0,104047.0,104047.0,48350.0,48350.0,48350.0,48350.0,48350.0,48350.0
SREEDHAREEYAM AYURVEDIC GAVESHANA  KENDRAM,225374.0,225374.0,225374.0,225374.0,225374.0,225374.0,225374.0,225374.0,225374.0
SREEKOVIL AGENCIES P. LTD.,25295.0,75840.0,50570.0,126405.0,126405.0,126405.0,126405.0,126405.0,126405.0
SREEKRISHNA CASHEW TRADERS,59770.0,59770.0,59770.0,59770.0,59770.0,59770.0,59770.0,59770.0,59770.0
SREELAKSHMI CASHEW EXPORTS,2595000.0,2595000.0,2595000.0,2595000.0,2595000.0,1026000.0,1026000.0,1026000.0,1026000.0
SREELAKSHMI HOSPITALITY INTERIO P. LTD.,2188.0,3183.0,3183.0,3183.0,3183.0,3183.0,3183.0,3183.0,3183.0
SREELAKSHMI IMPEX,61793.0,61793.0,61793.0,37803.0,45412.0,53021.0,60630.0,51700.0,42770.0
SREELAKSHMI TIMBERS  & FLOORINGS,64517.0,64517.0,64517.0,400228.0,158575.0,623275.0,623275.0,623275.0,623275.0
