Importers,2015,2016,2017,2018,2019,2020,2021,2022,2023
P.U. CHEMICALS P. LTD.,37440.0,457206.0,180074.0,70320.0,669022.0,1054680.0,820647.0,845258.0,123649.0
PALLIPPADAN ENTERPRISES,345040.0,79710.0,103931.0,414260.0,395681.0,287680.0,20200.0,21210.0,42168.0
PANANCHIKKAL TRADERS,80092.0,95300.0,154254.0,166597.0,63674.0,63883.0,62987.0,63056.0,25570.0
PARAMOUNT INTERNATIONAL,21688.0,31550.0,29136.0,2842.0,16945.0,14307.0,41409.0,24242.0,23975.0
PARKA INTERNATIONAL,466960.0,783550.0,887691.0,759223.0,625653.0,350198.0,524021.0,384920.0,420335.0
PARRISONS GROUP,27500000.0,70295000.0,43903790.0,3981002.0,14806870.0,4959926.0,19005490.0,44992000.0,13934280.0
PEEKAY ROLLING MILLS (P) LTD.,13676440.0,23055720.0,14194560.0,17142467.0,15389407.0,16370913.0,18559171.0,19579530.0,6890155.0
PEEKAY STEEL CASTINGS P. LTD.,11042813.0,8734868.0,6253512.0,14431110.0,19008265.0,12038572.0,12196605.0,12295246.0,16528795.0
PENINSULAR TRADERS,1119116.0,1286676.0,984414.0,407222.0,50200.0,108216.0,54216.0,54324.0,115500.0
PERUMANA TRADING P. LTD.,27968.0,29957.0,26652.0,21979.0,34562.0,17544.0,2316.0,13115.0,10854.0
PHILIPS CARBON BLACK LTD.,114448865.0,123638836.0,151497450.0,154023720.0,111259780.0,99144480.0,117583410.0,144377570.0,138949090.0
PLANT LIPIDS P. LTD.,9379090.0,11990845.0,9590303.0,8710000.0,11805482.0,10462682.0,10314386.0,9324931.0,5249522.0
PODDAR GLOBAL LTD.,198742.0,5926633.0,10891721.0,5325092.0,13016604.0,13023053.0,11900745.0,5193640.0,6322454.0
POLY PIPES INDIA (P) LTD,217296.0,560736.0,1256289.0,1551620.0,10530226.0,12345808.0,4519176.0,3613972.0,3382360.0
POLY-GUARDS EQUIPMENTS AND TOOLS P. LTD.,36541.0,30013.0,49074.0,89481.0,50894.0,106913.0,92016.0,93651.0,35225.0
POLYON INDUSTRIES  ,53120.0,98024.0,94374.0,561756.0,1112668.0,1358024.0,1923508.0,2753996.0,4840444.0
PONNORE ENTERPRISES LLP,1196513.0,2031492.0,3234285.0,1854126.0,3311086.0,2015653.0,1737546.0,1682701.0,967135.0
POOPPALLY COIR MILLS,120797.0,236214.0,146915.0,126506.0,98010.0,149923.0,232541.0,197105.0,175900.0
PRABHA SPECIALITIES,3382810.0,3980936.0,5700830.0,9416002.0,6944840.0,5584461.0,9528665.0,273820.0,554100.0
PREMIER TIMBERS,433619.0,173190.0,18687.0,422199.0,421877.0,697973.0,256463.0,24956.0,27867.0
PREMIER TRADING COMPANY,162421.0,446170.0,587250.0,1499651.0,1061618.0,489187.0,1150780.0,1336266.0,2128654.0
PRIME IMPEX,1251162.0,2878875.0,2084392.0,1414773.0,2843555.0,1425561.0,700291.0,2097224.0,104470.0
PRIMUS GLOVES P. LTD.,1088252.0,494605.0,412959.0,265264.0,1024981.0,706897.0,866601.0,1060548.0,906230.0
PRINCE ALLOYS (P) LTD.,6490330.0,4329160.0,4681606.0,4575170.0,6768770.0,3444070.0,1850020.0,2542060.0,1370420.0
PRINCE ROLLINGS (P) LTD.,5354720.0,3575570.0,4397380.0,3709820.0,7546580.0,3627390.0,2093990.0,2139706.0,2081570.0
PROMAX HOMESTYLE TRADE P. LTD.,3877.0,3296.0,4408.0,9725.0,19590.0,20862.0,21974.0,31197.0,52753.0
PROXIMA,312799.0,753272.0,396182.0,402172.0,493449.0,354860.0,242615.0,180871.0,364583.0
PULIMOOTTIL ENTERPRISES,1947097.0,2376771.0,2193015.0,3098159.0,1817405.0,1596300.0,913556.0,1663696.0,2048436.0
PURNIMA DISTRIBUTORS,14056612.0,15816782.0,19950655.0,12687425.0,21508385.0,9628552.0,7547591.0,11992006.0,14476385.0
PVM FRUITS & VEGETABLES,1189561.0,2884664.0,2479059.0,1428089.0,2289414.0,628983.0,882540.0,1860092.0,1547786.0
PYARELAL FOAMS P. LTD.,225567.0,749078.0,1226881.0,1723953.0,3865994.0,2450148.0,2107543.0,2613775.0,3720930.0
R.F. EXPORTS,759331.0,914169.0,826234.0,199369.0,419568.0,720648.0,586229.0,642762.0,514816.0
RAL ALUMINIUM EXTRUSIONS P. LTD.,250086.0,303202.0,112070.0,97786.0,111144.0,116490.0,69940.0,129950.0,96400.0
RAM CHARAN COMPANY,555730.0,566295.0,466439.0,327194.0,224565.0,51054.0,100989.0,76655.0,78707.0
RASA INTERNATIONAL,229685.0,454578.0,404186.0,595251.0,481714.0,383936.0,281823.0,392527.0,117362.0
RASH LINK TRADING,32520.0,74080.0,160540.0,85280.0,129865.0,67083.0,84490.0,212246.0,477570.0
REVATHI EQUIPMENT LTD.,12990.0,26812.0,30183.0,62369.0,140692.0,92998.0,129983.0,87312.0,119912.0
REVERIE CONSTRUCTIONS & SOLAR SOLUTIONS P. LTD.,35556.0,46841.0,58973.0,46316.0,38370.0,29200.0,23590.0,61574.0,74940.0
RIO TECH INDUSTRIES,111736.0,111735.0,134082.0,134082.0,134082.0,111735.0,67041.0,66006.0,22280.0
ROYAL RUBBERS,237560.0,271590.0,430720.0,488573.0,498242.0,443912.0,546586.0,274835.0,99690.0
RUBFILA INTERNATIONAL LTD.,1498710.0,64158.0,7724.0,1365117.0,2190625.0,1816567.0,1909825.0,1953190.0,3036600.0
S & M ASSOCIATES,33813.0,42590.0,119061.0,109300.0,125614.0,233653.0,167742.0,132954.0,148200.0
S & T WELCARE EQUIPMENTS P. LTD.,721222.0,939306.0,1044920.0,1089723.0,1317107.0,619180.0,49940.0,87875.0,18422.0
S. GOPAL KAMATH (COCHIN),623624.0,1595131.0,2267254.0,2997273.0,3656542.0,3160770.0,1693174.0,932280.0,1256618.0
S.P. PAPER COMPANY ,137987.0,1173439.0,805867.0,564467.0,1782989.0,1907500.0,678879.0,684591.0,945909.0
SAFECARE RUBBER PRODUCTS P. LTD.,317866.0,159378.0,48704.0,20105.0,190020.0,4916.0,63300.0,21105.0,116300.0
SAFFE SYSTEMS,221800.0,376900.0,1122246.0,1358484.0,3231376.0,94420.0,892440.0,1675840.0,3731842.0
SAHYA TRADING CO. P. LTD.,67031.0,84463.0,114679.0,87992.0,69260.0,65028.0,79719.0,92510.0,78627.0
SAINT GOBAIN INDIA PVT LTD,81750.0,9750851.0,5882103.0,11243648.0,8978710.0,7782102.0,7820444.0,10877704.0,7678190.0
SAIT NAGJEE PURUSHOTHAM & CO. LTD.,154705.0,118569.0,141006.0,137719.0,126925.0,149841.0,43170.0,100370.0,140188.0
SANCE LABORATORIES P. LTD.,1120.0,1330.0,5302.0,5084.0,20742.0,97400.0,53970.0,58659.0,19156.0
SANDRA STEEL FURNITURE,102411.0,108203.0,79400.0,35689.0,22320.0,25120.0,21900.0,89880.0,98160.0
SANREA HEALTHCARE PRODUCTS P. LTD.,189223.0,12000.0,41678.0,126022.0,264211.0,156413.0,101772.0,83716.0,50577.0
SANTHOM METACAST P. LTD.,5354890.0,7376206.0,6921794.0,6790342.0,7177777.0,4875395.0,3224433.0,1291564.0,1105165.0
SASTHA SENIOR BUILDING PRODUCTS,4752000.0,5243640.0,5165300.0,2675480.0,3169710.0,1696640.0,2436620.0,3559500.0,3860500.0
SAUDINIFTH OIL TRADERS PVT LTD,39042.0,58162.0,97179.0,58834.0,57996.0,77960.0,98354.0,18500.0,18500.0
SEAOUX IMPORTS & EXPORTS,315369.0,390319.0,275426.0,346055.0,442958.0,445690.0,289115.0,238057.0,196140.0
SEETHI TRADING CORPORATION,50770.0,44887.0,126835.0,118109.0,181270.0,186570.0,67650.0,92250.0,70300.0
SELZER POLYMERS,485164.0,661358.0,757754.0,934128.0,1405442.0,1935688.0,1803748.0,1616652.0,2575103.0
SEPACK INDIA P. LTD.,44537.0,64835.0,35273.0,7240.0,51813.0,18800.0,27639.0,2711.0,10993.0
"SEVANA MEDINEEDS PVT.LTD.,",229028.0,309591.0,315418.0,313489.0,386241.0,555827.0,535644.0,329667.0,363016.0
SFO TECHNOLOGIES P. LTD.,170343.0,185063.0,285415.0,85189.0,97538.0,174830.0,84062.0,167732.0,64145.0
SHINE HOME STYLE TRADE P. LTD.,75747.0,125315.0,162185.0,203350.0,292607.0,227699.0,284013.0,212925.0,125776.0
SHRI GANESH ENTERPRISES,905704.0,1024010.0,484315.0,365370.0,376591.0,358057.0,200852.0,415749.0,415858.0
SINICON CONTROLS (P) LTD.,61459.0,51323.0,69980.0,96073.0,61800.0,7260.0,53080.0,15190.0,22800.0
SKY BOND INTERNATIONAL,379316.0,384489.0,239175.0,207056.0,167446.0,168545.0,174042.0,158541.0,384652.0
SOMAS,64596.0,82535.0,52197.0,70072.0,24774.0,77073.0,51834.0,16942.0,21768.0
SOUPARNIKA EXPORT ENTERPRISES,4523963.0,5096755.0,9461410.0,7995108.0,4502593.0,3822865.0,5452072.0,6017915.0,6070347.0
SOUTH MALABAR STEELS & ALLOYS P. LTD.,13916240.0,16679310.0,12459258.0,9885030.0,7529710.0,2917880.0,928740.0,1524060.0,643980.0
SPANIO IMPEX,44320.0,114459.0,134900.0,211203.0,264515.0,118428.0,60635.0,47335.0,73980.0
SPANISO STUDIO,26773503.0,5503492.0,3449441.0,910575.0,2289789.0,2334916.0,1711251.0,740292.0,460951.0
SPECTRA DECOR P. LTD.,812730.0,1283698.0,690520.0,1843263.0,961990.0,132001.0,77334.0,49577.0,25373.0
SREE & COMPANY,539960.0,128600.0,25000.0,24930.0,135140.0,270530.0,406155.0,598443.0,135450.0
SRI BALAHA CHEMICALS PVT.LTD. ,73960.0,186696.0,221035.0,441211.0,389334.0,232994.0,150876.0,57156.0,258643.0
SSK EXPORTS LTD.,231113.0,400899.0,180518.0,389416.0,732971.0,2537601.0,1060579.0,297941.0,44466.0
ST. MARY'S RUBBERS P. LTD.,454522.0,572969.0,522774.0,465871.0,998636.0,351897.0,1102153.0,857834.0,1156817.0
ST.GREGORIOUS CASHEW INDUSTRIES,2886304.0,709125.0,1932389.0,1210515.0,164520.0,1556605.0,604273.0,2860900.0,1750670.0
ST.MARY'S CASHEW FACTORY,12442403.0,2884888.0,6822123.0,6289287.0,1019280.0,2466877.0,3275805.0,6604623.0,6513275.0
STABLE MAGNET WIRE P. LTD.,102304.0,148032.0,166245.0,120876.0,102782.0,60129.0,110146.0,62310.0,43979.0
STERIPHARM LTD.,117369.0,88005.0,55857.0,118767.0,105440.0,155312.0,204504.0,172155.0,156560.0
SUD-CHEMIE INDIA P. LTD.,1092377.0,1147449.0,1325774.0,2218672.0,1235262.0,1331172.0,1150363.0,1294597.0,1096935.0
SUMMERLAND TRADING COMPANY,3062501.0,6046151.0,4417302.0,4154139.0,7882032.0,3645198.0,3166588.0,3255913.0,3500050.0
SUN LIGHT BOARD P. LTD.,981908.0,1027892.0,1456363.0,925227.0,701542.0,883385.0,258597.0,648070.0,2063376.0
SUNBEAM MERCANTILE VENTURES P LTD.,400588.0,976792.0,1581439.0,1801644.0,2141825.0,1920208.0,3040176.0,2581840.0,4806835.0
SUNITHA FURNITURE & FOAM PALACE,8149.0,11644.0,30160.0,30855.0,49880.0,63161.0,42650.0,56377.0,4590.0
SYNERGY BUSINESS CORP,14584.0,29964.0,39545.0,16456.0,16991.0,96222.0,59017.0,34628.0,111082.0
SYNTHITE INDUSTRIES LTD.,14718432.0,15492282.0,14099181.0,13383143.0,14344141.0,15116896.0,12300019.0,13626602.0,12655979.0
TAURUS INFRACORP,622452.0,722407.0,668720.0,445482.0,644552.0,381927.0,712024.0,804262.0,446124.0
TERUMO PENPOL LTD.,1757045.0,1690190.0,2004910.0,1833463.0,2221043.0,1482881.0,1952520.0,1662229.0,1646554.0
THAROL ENTERPRISES,375700.0,595910.0,710595.0,1008717.0,1181740.0,799790.0,480201.0,1553845.0,1017500.0
THOLATH STORES         ,10164.0,31960.0,25300.0,23128.0,27430.0,11720.0,8980.0,5950.0,14300.0
THOMSON IMPEX,2402566.0,2599613.0,4292931.0,4372702.0,4171175.0,3690282.0,4982819.0,5131253.0,5870170.0
TIARA INTERNATIONAL,75040.0,1560.0,684195.0,1197984.0,1062030.0,1043945.0,291760.0,2193250.0,608160.0
TOLIN RUBBERS P. LTD.,520140.0,836460.0,483451.0,92292.0,424715.0,424862.0,265308.0,213180.0,106205.0
TOMLUKES INDIA,305767.0,289825.0,257528.0,277163.0,368155.0,262919.0,394384.0,148782.0,176899.0
TOTAL                                   ,2713664304.0,2635813697.0,2366701667.0,2511844065.0,2481273539.0,2521187733.0,2341850049.0,2212201513.0,2260327989.0
TRANSWARE ENTERPRISES,19950.0,25531.0,35253.0,40900.0,50059.0,31259.0,29142.0,31073.0,44324.0
TRAVANCORE CEMENTS LTD.,12716920.0,12012643.0,4011625.0,7196900.0,5097080.0,4617000.0,6707000.0,7796030.0,4736930.0
TRAVANCORE COCOTUFT P. LTD.,608076.0,760595.0,803512.0,1121129.0,662776.0,561839.0,792970.0,634649.0,451007.0
TROPICAL BATH SOLUTIONS P. LTD.,143616.0,129117.0,468830.0,29737.0,51316.0,23962.0,42595.0,44280.0,16515.0
UNIGUL TRADERS,12162.0,28907.0,51894.0,30017.0,24810.0,26445.0,8740.0,8439.0,8739.0
UNIPOWER  TRANSFORMERS P. LTD.,1348091.0,2883318.0,526885.0,2670828.0,952003.0,3273070.0,3912168.0,1889584.0,629228.0
UNITED TIMBER CORPORATION,156200.0,427110.0,212443.0,27980.0,59200.0,55580.0,119070.0,28460.0,49600.0
UNIVERSAL OLEORESINS,149450.0,181915.0,195098.0,428026.0,278786.0,264719.0,217503.0,603707.0,291702.0
V U S TIMBERS,2298540.0,2862415.0,3636800.0,2276250.0,5364773.0,3601015.0,4381182.0,771764.0,3190776.0
V-GUARD INDUSTRIES LTD.,3283917.0,5046658.0,5466376.0,4285367.0,6074236.0,2939643.0,3331596.0,1430673.0,1319565.0
V.S. INTERNATIONAL,1596182.0,2534455.0,2382785.0,2773579.0,3647051.0,4353320.0,2342510.0,3128872.0,3378752.0
V.S. TIMBERS P. LTD.,2667601.0,3892069.0,3858886.0,2314281.0,1446219.0,2926943.0,1322265.0,1878310.0,266938.0
VALLABHDAS & COMPANY,4927038.0,2963780.0,3649860.0,9068641.0,5043860.0,5503470.0,6375620.0,7412320.0,5285240.0
VANCHINADU FORGINGS P. LTD.,263720.0,239170.0,576810.0,1456120.0,1462365.0,1009530.0,105330.0,306790.0,176330.0
VECTOR SURGICAL DISPOSABLES,111197.0,168856.0,79638.0,185406.0,106846.0,130341.0,461047.0,375308.0,55685.0
VICTORY IMPEX CO.,1716548.0,2186901.0,2506576.0,2225535.0,2195956.0,1761613.0,875059.0,940379.0,1844773.0
VIKAS PAPER MART,2451568.0,2286277.0,1024653.0,784608.0,1044951.0,569728.0,371262.0,74512.0,80727.0
VKL SEASONING P. LTD.,1228878.0,1120136.0,1061165.0,726280.0,1069932.0,1124538.0,1124703.0,1902414.0,1432853.0
WATTS ELECTRONICS P. LTD.,139259.0,270177.0,167439.0,158410.0,246995.0,198374.0,212701.0,189557.0,179668.0
WESTERN INDIA CASHEW COMPANY,652075.0,2386535.0,1979342.0,2386949.0,2071514.0,3035875.0,2729672.0,1614401.0,2910304.0
WESTERN INDIA PLYWOODS LTD.,1965604.0,2328289.0,2857965.0,1836950.0,1618583.0,898255.0,575259.0,490330.0,290890.0
WESTWOOD FLOORINGS,154192.0,93398.0,168604.0,101146.0,15770.0,69495.0,72318.0,91464.0,43622.0
WFB BRAID & COMPANY (INDIA) P. LTD.,2364181.0,2253016.0,2466678.0,1855420.0,2492640.0,879862.0,1989005.0,2650718.0,2819422.0
WILLIAM GOODACRE & SONS INDIA LTD.,1042896.0,1166485.0,799453.0,876292.0,842511.0,608906.0,734498.0,717743.0,844555.0
WOOD CRUST                           ,817051.0,882937.0,846676.0,756633.0,1022141.0,795503.0,1010528.0,1160172.0,1645692.0
XO PACK P. LTD.,445501.0,453895.0,1063671.0,931989.0,903960.0,800921.0,265929.0,884050.0,638499.0
XXX,5015024.0,5608996.0,5981834.0,5652260.0,5014760.0,5570975.0,5223161.0,4685472.0,4717822.0
YAAZI INTERNATIONAL,2147414.0,2141409.0,1776710.0,1149221.0,1224630.0,467176.0,545239.0,408255.0,363685.0
YASEEN INTERNATIONAL,456027.0,689839.0,379240.0,377989.0,147925.0,88250.0,28950.0,98810.0,88970.0
YES YES ROOFS,1014066.0,1499388.0,1002686.0,576756.0,406076.0,200981.0,63000.0,108075.0,47595.0
ZEBA LAB FURNITURE P. LTD.,78471.0,84048.0,76333.0,44038.0,59127.0,39238.0,39378.0,149286.0,32089.0
1ATB VENTURES,32335.0,32335.0,25392.5,18450.0,18450.0,18450.0,18450.0,18450.0,18450.0
"2B TRADE INTERNATIONAL,",10993.0,10993.0,10993.0,10993.0,10993.0,10993.0,10993.0,10993.0,10993.0
2M COMPONENTS LLP,25670.0,25670.0,25670.0,25670.0,22850.0,21927.0,20402.0,20402.0,20402.0
2M INDUSTRIAL ENTERPRISES LLP,13062.0,18793.0,14443.0,480.0,480.0,480.0,480.0,480.0,480.0
360 DEGREE EXPORTERS,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0
3F INDUSTRIES LTD.,190035.0,190035.0,190035.0,190035.0,190035.0,190035.0,190035.0,95976.0,76896.0
3N ECOPACK P. LTD.,79160.0,79160.0,79160.0,79160.0,79160.0,79160.0,79160.0,79160.0,79160.0
3S INDIA,433.0,433.0,433.0,433.0,433.0,433.0,433.0,433.0,433.0
4 COLOR INTERNATIONAL GENERAL TRADING   ,18510.0,18510.0,18510.0,18510.0,18510.0,18510.0,18510.0,18510.0,18510.0
4 PLANET ENERGY (P) LTD.,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0
4A TRADERS,33043.0,33043.0,1801.0,1801.0,1801.0,1801.0,1801.0,1801.0,1801.0
4G WORLD MOBILES & ELECTRONIC,1975.0,1975.0,3327.5,4680.0,4680.0,4680.0,4680.0,4680.0,4680.0
4KIDS,9000.0,9000.0,21345.0,12830.0,29762.0,45137.0,7590.0,28380.0,5840.0
4P MART,9900.0,9900.0,9900.0,9900.0,9900.0,9900.0,9900.0,9900.0,9900.0
4S SALES CORPORATION,19110.0,19110.0,19110.0,19110.0,19110.0,19110.0,19110.0,19110.0,19110.0
5D VISIONS,7210.0,7210.0,7210.0,7210.0,7210.0,7210.0,7210.0,7210.0,7210.0
7 SKY INTERNATIONAL,28000.0,28000.0,28000.0,28000.0,28000.0,28000.0,28000.0,28000.0,28000.0
A & A ENTERPRISE,279385.0,12970.0,40666.0,37229.0,33792.0,30355.0,26918.0,26918.0,26918.0
A & A ENTERPRISES,7828.0,7828.0,7828.0,7828.0,7828.0,7828.0,7828.0,7828.0,7828.0
A & A INTERNATIONAL,9649.0,9649.0,9649.0,9649.0,9649.0,9649.0,9649.0,9649.0,9649.0
A & J TRADERS,113727.0,13930.0,13930.0,13930.0,13930.0,13930.0,13930.0,13930.0,13930.0
A & M EXPORTS,5251.0,7904.0,7904.0,7904.0,7904.0,7904.0,7904.0,7904.0,7904.0
A & M TRADING P. LTD.,15471.0,15471.0,15471.0,15471.0,15471.0,15471.0,15471.0,15471.0,15471.0
A 1 PRODUCTS,12293.0,12293.0,100061.0,100061.0,100061.0,100061.0,100061.0,100061.0,100061.0
A A INTERNATIONAL,23460.0,23460.0,23460.0,23460.0,23460.0,23460.0,23460.0,23460.0,23460.0
A AND A POWER TOOLS,2280.0,2280.0,2280.0,3335.0,3335.0,3335.0,3335.0,3335.0,3335.0
A K STEELS   ,99662.0,49760.0,67436.8,85113.6,102790.4,120467.2,138144.0,138144.0,138144.0
A N H TRADERS,55900.0,55900.0,55900.0,55900.0,55900.0,55900.0,55900.0,55900.0,55900.0
A ONE FURNITURES,38690.0,43300.0,32750.0,39430.0,39430.0,39430.0,39430.0,39430.0,39430.0
A ONE GLASS HOUSE,27421.0,27421.0,27421.0,27421.0,27421.0,27421.0,27421.0,27421.0,27421.0
A ONE GMART,14380.0,14380.0,14380.0,14380.0,14380.0,14380.0,14380.0,14380.0,14380.0
A S R TRADING COMPANY,135874.0,135874.0,135874.0,135874.0,135874.0,135874.0,135874.0,135874.0,135874.0
A S TRADERS,2149925.0,2149925.0,2149925.0,2149925.0,2149925.0,2149925.0,2149925.0,1077914.0,1077914.0
A THREE TRADING COMPANY,155652.0,155652.0,155652.0,155652.0,155652.0,155652.0,242648.0,198428.0,28140.0
A TO Z PACKAGINGS ,15615.0,15615.0,15615.0,1245.0,3200.0,3200.0,3200.0,3200.0,3200.0
A-ONE BUSINESS CORPORATION,76319.0,58885.0,38923.0,18396.0,17750.0,17750.0,17750.0,17750.0,17750.0
A-ONE DANCE COSTUMES,38030.0,50192.0,56663.0,35210.0,28430.0,28430.0,28430.0,28430.0,28430.0
A-ONE PLYWOODS AND BOARDS,28000.0,38850.0,49700.0,45916.67,42133.33,38350.0,34566.67,30783.33,27000.0
A-ONE TRADING COMPANY,68040.0,66285.0,64530.0,62775.0,61020.0,59265.0,57510.0,55755.0,54000.0
A. J. INTERNATIONAL,97986.0,1288349.0,225608.0,20840.0,4594.0,4594.0,4594.0,4594.0,4594.0
A. JAY VENTURES P. LTD.,77020.0,77020.0,77020.0,77020.0,77020.0,77020.0,77020.0,77020.0,77020.0
A. K. INDUSTRIES,363426.0,363426.0,363426.0,363426.0,363426.0,363426.0,363426.0,363426.0,363426.0
A. MOHAMMED SHAFI,24290.0,24290.0,24290.0,24290.0,24290.0,24290.0,24290.0,24290.0,24290.0
A. TOSH AND SONS (INDIA) LTD.,128100.0,116100.0,73060.0,73060.0,73060.0,73060.0,73060.0,73060.0,73060.0
A.A. ABDUL AZEEZ & ASSOCIATES,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0
A.A. AGENCIES,47743.0,47743.0,47743.0,47743.0,47743.0,47743.0,47743.0,47743.0,47743.0
A.A. BROTHERS,9565.0,9565.0,9565.0,9565.0,9565.0,9565.0,9565.0,9565.0,9565.0
A.A. NUTS,443354.0,443354.0,443354.0,443354.0,443354.0,443354.0,443354.0,443354.0,443354.0
A.B. CASHEW COMPANY,103164.0,103164.0,103164.0,103164.0,103164.0,103164.0,103164.0,103164.0,103164.0
A.B. ENTERPRISES,105420.0,105420.0,105420.0,105420.0,105420.0,105420.0,105420.0,105420.0,105420.0
A.B. INTERNATIONAL,73912.0,73912.0,73912.0,73912.0,73912.0,73912.0,73912.0,73912.0,73912.0
A.B.B. LTD.,178745.0,178745.0,178745.0,178745.0,178745.0,178745.0,178745.0,178745.0,178745.0
A.F. ASSOCIATES,10100.0,10100.0,10100.0,10100.0,10100.0,10100.0,10100.0,10100.0,10100.0
A.F. CASHEWS,132649.0,413736.0,413736.0,413736.0,413736.0,413736.0,413736.0,413736.0,413736.0
A.G. GROUP,695.0,695.0,695.0,695.0,695.0,695.0,695.0,695.0,695.0
A.G.PAINTS,26000.0,26000.0,26000.0,26000.0,26000.0,26000.0,25440.0,25440.0,25440.0
A.H. TRADERS,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0
A.J. HORIZON PHARMAPACK LLP,13452.0,13452.0,13452.0,13452.0,13452.0,13452.0,13452.0,13452.0,13452.0
"A.J. IMPEX,",10960.0,10960.0,10960.0,10960.0,10960.0,10960.0,10960.0,10960.0,10960.0
A.J.ENTERPRISES,123120.0,123120.0,123120.0,123120.0,123120.0,123120.0,123120.0,123120.0,123120.0
A.K. AHMED MODERN RICE MILL,146751.0,146751.0,146751.0,146751.0,146751.0,146751.0,146751.0,146751.0,146751.0
A.K. ANILKUMAR,9330.0,9330.0,9330.0,9330.0,9330.0,9330.0,9330.0,9330.0,9330.0
A.K. BOARDS AND DOORS,530550.0,530550.0,530550.0,530550.0,530550.0,530550.0,530550.0,530550.0,530550.0
A.K. ENGINEERED WOOD AND LUMBER MFG. CO.,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
A.K. FASTNERS,161737.0,201269.0,181992.0,222424.0,181753.0,210477.0,127228.0,127228.0,127228.0
A.K. FORMINGS (INDIA) P. LTD.,43263.0,43263.0,43263.0,43263.0,43263.0,43263.0,43263.0,43263.0,43263.0
A.K. MANSOOR,7020.0,12656.0,12656.0,12656.0,12656.0,12656.0,12656.0,12656.0,12656.0
A.K. MURALEEDHARANAN,5205.0,5205.0,5205.0,5205.0,5205.0,5205.0,5205.0,5205.0,5205.0
A.K. PANELS,78163.0,78163.0,78163.0,78163.0,78163.0,78163.0,78163.0,287310.0,281440.0
A.K. TRADERS,238050.0,238050.0,238050.0,238050.0,238050.0,238050.0,238050.0,238050.0,791060.0
A.K. TRADING COMPANY,16832.0,16832.0,16832.0,16832.0,16832.0,16832.0,16832.0,16832.0,16832.0
A.K. VENEERS P. LTD.,267680.0,267680.0,97061.0,59574.5,22088.0,113140.5,204193.0,260984.0,311740.0
A.K.M. CASHEWS,427278.0,94615.0,94615.0,94615.0,94615.0,94615.0,94615.0,94615.0,94615.0
A.M TRADING COMPANY,107040.0,107040.0,107040.0,107040.0,107040.0,107040.0,107040.0,107040.0,107040.0
A.M. CASHEWS,263805.0,86900.0,86900.0,86900.0,86900.0,86900.0,86900.0,86900.0,86900.0
A.M. FISHERIES,4570.0,28000.0,85851.67,143703.33,201555.0,201555.0,201555.0,201555.0,201555.0
A.M. FRUITS ,562413.0,562413.0,562413.0,562413.0,562413.0,562413.0,562413.0,562413.0,562413.0
A.M. FRUITS WORLD,281086.0,281086.0,281086.0,281086.0,281086.0,281086.0,281086.0,281086.0,281086.0
A.M. GROUP SEAFOOD DEALERS,114410.0,114410.0,114410.0,114410.0,114410.0,114410.0,71900.0,29390.0,29390.0
A.M. MOHAMMED USMAN & BROS.,508712.0,192447.0,277651.0,128870.0,275572.0,122292.0,80509.0,80509.0,80509.0
A.M. TRADE AND IMPEX,57072.0,39299.0,39299.0,39299.0,39299.0,39299.0,39299.0,39299.0,39299.0
A.M. TRADE LINKS,25100.0,25100.0,25100.0,88847.0,108424.0,78214.0,48004.0,17794.0,17794.0
A.M. TRADERS,55352.0,55352.0,330456.0,619960.0,488830.0,108955.0,97767.5,86580.0,24890.0
A.M.K. EXPORTS,375433.0,220920.0,179160.0,137400.0,137400.0,137400.0,137400.0,137400.0,137400.0
A.M.S. INDUSTRIES,42214.0,42214.0,35650.0,27100.0,27100.0,27100.0,27100.0,27100.0,27100.0
A.M.S. TRADERS,94926.0,349991.0,349991.0,349991.0,349991.0,349991.0,349991.0,349991.0,349991.0
A.M.STEEL & CEMENTS,701050.0,701050.0,701050.0,734235.0,767420.0,800605.0,800605.0,800605.0,800605.0
A.N. ASSOCIATES,164963.0,164963.0,164963.0,164963.0,164963.0,164963.0,164963.0,164963.0,634147.0
A.N. IMPEX,10520.0,10520.0,10520.0,10520.0,10520.0,10520.0,10520.0,10520.0,10520.0
A.P. ENGINEERS,7870.0,7870.0,7190.0,6510.0,5830.0,5150.0,4470.0,3790.0,3790.0
A.P. IMPEX,48000.0,48000.0,48000.0,48000.0,48000.0,48000.0,48000.0,48000.0,48000.0
A.P. STEEL REROLLING MILLS P. LTD.,2650471.0,2371202.0,1748880.0,2945170.0,792340.0,490035.0,594030.0,369825.0,369825.0
A.P.M. FRESHDAY SUPERSTORE,8650.0,8650.0,3800.0,5850.0,7900.0,9950.0,9950.0,9950.0,9950.0
A.R. TRADERS,103000.0,103000.0,103000.0,103000.0,103000.0,103000.0,154000.0,182500.0,182500.0
A.S. EXPORT,473.0,473.0,473.0,473.0,473.0,473.0,473.0,473.0,473.0
